
1	-2	11.596747758	3.19349550369645	6.403252242	
2	3.19349550369645	11.596747758	6.403252242	8.38699101499692	
3	3.19349550369645	8.38699101499692	5.1772342672943	6.403252242	
4	5.1772342672943	8.38699101499692	6.403252242	7.16097303379661	
5	6.403252242	8.38699101499692	7.16097303379661	7.62927022900925	
6	6.403252242	7.62927022900925	6.87154944191217	7.16097303379661	
7	6.403252242	7.16097303379661	6.69267583029431	6.87154944191217	
8	6.69267583029431	7.16097303379661	6.87154944191217	6.98209941901238	
9	6.87154944191217	7.16097303379661	6.98209941901238	7.05042305891522	
10	6.87154944191217	7.05042305891522	6.93987308387197	6.98209941901238	
11	6.93987308387197	7.05042305891522	6.98209941901238	7.0081967259318	
12	6.98209941901238	7.05042305891522	7.0081967259318	7.02432575072453	


1	-2	11.596747758	3.19349550369645	6.403252242	
2	3.19349550369645	11.596747758	6.403252242	8.38699101499692	
3	3.19349550369645	8.38699101499692	5.1772342672943	6.403252242	
4	5.1772342672943	8.38699101499692	6.403252242	7.16097303379661	
5	6.403252242	8.38699101499692	7.16097303379661	7.62927022900925	
6	6.403252242	7.62927022900925	6.87154944191217	7.16097303379661	
7	6.403252242	7.16097303379661	6.69267583029431	6.87154944191217	
8	6.69267583029431	7.16097303379661	6.87154944191217	6.98209941901238	
9	6.87154944191217	7.16097303379661	6.98209941901238	7.05042305891522	
10	6.87154944191217	7.05042305891522	6.93987308387197	6.98209941901238	
11	6.93987308387197	7.05042305891522	6.98209941901238	7.0081967259318	
12	6.98209941901238	7.05042305891522	7.0081967259318	7.02432575072453	
13	6.98209941901238	7.02432575072453	6.99822844249564	7.0081967259318	
14	6.98209941901238	7.0081967259318	6.99206770323424	6.99822844249564	
15	6.99206770323424	7.0081967259318	6.99822844249564	7.00203598747068	
16	6.99206770323424	7.00203598747068	6.99587524900055	6.99822844249564	


1	-2	11.596747758	3.19349550369645	6.403252242	
2	3.19349550369645	11.596747758	6.403252242	8.38699101499692	
3	3.19349550369645	8.38699101499692	5.1772342672943	6.403252242	
4	5.1772342672943	8.38699101499692	6.403252242	7.16097303379661	
5	6.403252242	8.38699101499692	7.16097303379661	7.62927022900925	
6	6.403252242	7.62927022900925	6.87154944191217	7.16097303379661	
7	6.403252242	7.16097303379661	6.69267583029431	6.87154944191217	
8	6.69267583029431	7.16097303379661	6.87154944191217	6.98209941901238	
9	6.87154944191217	7.16097303379661	6.98209941901238	7.05042305891522	
10	6.87154944191217	7.05042305891522	6.93987308387197	6.98209941901238	
11	6.93987308387197	7.05042305891522	6.98209941901238	7.0081967259318	
12	6.98209941901238	7.05042305891522	7.0081967259318	7.02432575072453	
13	6.98209941901238	7.02432575072453	6.99822844249564	7.0081967259318	
14	6.98209941901238	7.0081967259318	6.99206770323424	6.99822844249564	
15	6.99206770323424	7.0081967259318	6.99822844249564	7.00203598747068	
16	6.99206770323424	7.00203598747068	6.99587524900055	6.99822844249564	
17	6.99587524900055	7.00203598747068	6.99822844249564	6.99968279477243	
18	6.99822844249564	7.00203598747068	6.99968279477243	7.00058163470486	
19	6.99822844249564	7.00058163470486	6.99912728193691	6.99968279477243	
20	6.99912728193691	7.00058163470486	6.99968279477243	7.0000261213795	
21	6.99968279477243	7.00058163470486	7.0000261213795	7.00023830840134	


1	-2	11.596747758	3.19349550369645	6.403252242	
2	3.19349550369645	11.596747758	6.403252242	8.38699101499692	
3	3.19349550369645	8.38699101499692	5.1772342672943	6.403252242	
4	5.1772342672943	8.38699101499692	6.403252242	7.16097303379661	
5	6.403252242	8.38699101499692	7.16097303379661	7.62927022900925	
