52 	0
0 	0
105 	0
53 	0
158 	0
106 	0
211 	0
159 	0
264 	0
212 	0
317 	0
265 	0
370 	0
318 	0
423 	0
371 	0
476 	0
424 	0
529 	0
477 	0
582 	0
530 	0
635 	0
583 	0
688 	0
636 	0
741 	0
689 	0
794 	0
742 	0
847 	0
795 	0
900 	0
848 	0
953 	0
901 	0
1006 	0
954 	0
1059 	0
1007 	0
1112 	0
1060 	0
1165 	0
1113 	0
1218 	0
1166 	0
1271 	0
1219 	0
1324 	0
1272 	0
1377 	0
1325 	0
1430 	0
1378 	0
1483 	0
1431 	0
1536 	0
1484 	0
1589 	0
1537 	0
1642 	0
1590 	0
1695 	0
1643 	0
1748 	0
1696 	0
1801 	0
1749 	0
1854 	0
1802 	0
1907 	0
1855 	0
1960 	0
1908 	0
1908 	0
1909 	0
1910 	0
1911 	0
1912 	0
1913 	0
1914 	0
1915 	0
1916 	0
1917 	0
1918 	0
1919 	0
1920 	0
1921 	0
1922 	0
1923 	0
1924 	0
1925 	0
1926 	0
1927 	0
1928 	0
1929 	0
1930 	0
1931 	0
1932 	0
1933 	0
1934 	0
1935 	0
1936 	0
1937 	0
1938 	0
1939 	0
1940 	0
1941 	0
1942 	0
1943 	0
1944 	0
1945 	0
1946 	0
1947 	0
1948 	0
1949 	0
1950 	0
1951 	0
1952 	0
1953 	0
1954 	0
1955 	0
1956 	0
1957 	0
1958 	0
1959 	0
1960 	0
