-0.0425 	0 	0
-0.035 	0 	7.52237e-08
-0.0314991 	0 	3.56292e-05
-0.0279159 	0 	7.20991e-05
-0.0249299 	0 	0.000102495
-0.0224416 	0 	0.000127653
-0.020368 	0 	0.000148282
-0.01864 	0 	0.000165036
-0.0172 	0 	0.000178527
-0.016 	0 	0.000189314
-0.015 	0 	0.000197893
-0.0143001 	0 	0.000197784
-0.0134 	0 	0.000197303
-0.0125 	0 	0.000196419
-0.0115001 	0 	0.000194918
-0.0105 	0 	0.00019278
-0.00950001 	0 	0.000189855
-0.0085 	0 	0.000185869
-0.0075 	0 	0.000180306
-0.00670001 	0 	0.000174012
-0.00585 	0 	0.000163838
-0.005 	0 	0.000147409
-0.004 	0 	0.000120073
-0.00299999 	0 	8.99797e-05
-0.00199997 	0 	5.9975e-05
-0.00099994 	0 	2.99927e-05
1.00001e-07 	0 	-2.93e-09
0.00100015 	0 	-2.99988e-05
0.00200021 	0 	-5.99821e-05
0.00300028 	0 	-8.99882e-05
0.00400036 	0 	-0.000120084
0.005 	0 	-0.000147409
0.00585 	0 	-0.000163838
0.00670001 	0 	-0.000174012
0.0075 	0 	-0.000180306
0.0085 	0 	-0.000185869
0.0095001 	0 	-0.000189855
0.0105003 	0 	-0.000192781
0.0115006 	0 	-0.000194919
0.0125 	0 	-0.00019642
0.0134 	0 	-0.000197303
0.0143 	0 	-0.000197784
0.015 	0 	-0.000197893
0.016 	0 	-0.000189315
0.0172 	0 	-0.000178527
0.01864 	0 	-0.000165036
0.020368 	0 	-0.000148282
0.0224416 	0 	-0.000127653
0.0249299 	0 	-0.000102495
0.0279159 	0 	-7.20991e-05
0.0314991 	0 	-3.56292e-05
0.035 	0 	-7.52237e-08
0.0425 	0 	0
-0.0425 	0.0005 	0
-0.035 	0.0005 	7.52177e-08
-0.0314991 	0.0005 	3.56281e-05
-0.0279159 	0.0005 	7.20987e-05
-0.0249299 	0.0005 	0.000102498
-0.0224416 	0.0005 	0.000127661
-0.020368 	0.0005 	0.000148298
-0.01864 	0.0005 	0.000165062
-0.0172 	0.0005 	0.000178563
-0.016 	0.0005 	0.000189361
-0.015 	0.0005 	0.000197951
-0.0143001 	0.0005 	0.000197843
-0.0134 	0.0005 	0.000197365
-0.0125 	0.0005 	0.000196487
-0.0115001 	0.0005 	0.000194996
-0.0105 	0.0005 	0.000192876
-0.00950001 	0.0005 	0.000189981
-0.0085 	0.0005 	0.000186054
-0.0075 	0.0005 	0.000180608
-0.00670001 	0.0005 	0.000174535
-0.00585 	0.0005 	0.000165002
-0.005 	0.0005 	0.000148852
-0.004 	0.0005 	0.00012017
-0.00299999 	0.0005 	8.99195e-05
-0.00199997 	0.0005 	5.9993e-05
-0.00099994 	0.0005 	2.9989e-05
1.00001e-07 	0.0005 	-2.92996e-09
0.00100015 	0.0005 	-2.99952e-05
0.00200021 	0.0005 	-6e-05
0.00300028 	0.0005 	-8.9928e-05
0.00400036 	0.0005 	-0.000120181
0.005 	0.0005 	-0.000148852
0.00585 	0.0005 	-0.000165002
0.00670001 	0.0005 	-0.000174535
0.0075 	0.0005 	-0.000180608
0.0085 	0.0005 	-0.000186054
0.0095001 	0.0005 	-0.000189982
