5740
0 	0
1 	0
2.05 	0
3.1525 	0
4.31013 	0
5.52563 	0
6.80191 	0
8.14201 	0
9.54911 	0
11.0266 	0
12.5779 	0
14.2068 	0
15.9171 	0
17.713 	0
19.5986 	0
21.5786 	0
23.6575 	0
25.8404 	0
28.1324 	0
30.539 	0
33.066 	0
35.7193 	0
38.5052 	0
41.4305 	0
44.502 	0
47.7271 	0
51.1135 	0
54.6691 	0
58.4026 	0
62.3227 	0
66.4388 	0
70.7608 	0
75.2988 	0
80.0638 	0
85.067 	0
90.3203 	0
95.8363 	0
101.628 	0
107.71 	0
114.095 	0
120.8 	0
127.84 	0
135.232 	0
142.993 	0
151.143 	0
159.7 	0
168.685 	0
178.119 	0
188.025 	0
198.427 	0
209.348 	0
220.815 	0
232.856 	0
245.499 	0
258.774 	0
272.713 	0
287.348 	0
302.716 	0
318.851 	0
335.794 	0
353.584 	0
372.263 	0
391.876 	0
412.47 	0
434.093 	0
456.798 	0
480.638 	0
505.67 	0
531.953 	0
559.551 	0
588.529 	0
618.955 	0
650.903 	0
684.448 	0
719.67 	0
756.654 	0
795.486 	0
836.261 	0
879.074 	0
924.027 	0
971.229 	0
1000 	0
0 	1
1 	1
2.05 	1
3.1525 	1
4.31013 	1
5.52563 	1
6.80191 	1
8.14201 	1
9.54911 	1
11.0266 	1
12.5779 	1
14.2068 	1
15.9171 	1
17.713 	1
19.5986 	1
21.5786 	1
23.6575 	1
25.8404 	1
28.1324 	1
30.539 	1
33.066 	1
35.7193 	1
38.5052 	1
41.4305 	1
44.502 	1
47.7271 	1
51.1135 	1
54.6691 	1
58.4026 	1
62.3227 	1
66.4388 	1
70.7608 	1
75.2988 	1
80.0638 	1
85.067 	1
90.3203 	1
95.8363 	1
101.628 	1
107.71 	1
114.095 	1
120.8 	1
127.84 	1
135.232 	1
142.993 	1
151.143 	1
159.7 	1
168.685 	1
178.119 	1
188.025 	1
198.427 	1
209.348 	1
220.815 	1
232.856 	1
245.499 	1
258.774 	1
272.713 	1
287.348 	1
302.716 	1
318.851 	1
335.794 	1
353.584 	1
372.263 	1
391.876 	1
412.47 	1
434.093 	1
456.798 	1
480.638 	1
505.67 	1
531.953 	1
559.551 	1
588.529 	1
618.955 	1
650.903 	1
684.448 	1
719.67 	1
756.654 	1
795.486 	1
836.261 	1
879.074 	1
924.027 	1
971.229 	1
1000 	1
0 	2.05
1 	2.05
2.05 	2.05
3.1525 	2.05
4.31013 	2.05
5.52563 	2.05
6.80191 	2.05
8.14201 	2.05
9.54911 	2.05
11.0266 	2.05
12.5779 	2.05
14.2068 	2.05
15.9171 	2.05
17.713 	2.05
19.5986 	2.05
21.5786 	2.05
23.6575 	2.05
25.8404 	2.05
28.1324 	2.05
30.539 	2.05
33.066 	2.05
35.7193 	2.05
38.5052 	2.05
41.4305 	2.05
44.502 	2.05
47.7271 	2.05
51.1135 	2.05
54.6691 	2.05
58.4026 	2.05
62.3227 	2.05
66.4388 	2.05
70.7608 	2.05
75.2988 	2.05
80.0638 	2.05
85.067 	2.05
90.3203 	2.05
95.8363 	2.05
101.628 	2.05
107.71 	2.05
114.095 	2.05
120.8 	2.05
127.84 	2.05
135.232 	2.05
142.993 	2.05
151.143 	2.05
159.7 	2.05
168.685 	2.05
178.119 	2.05
188.025 	2.05
198.427 	2.05
209.348 	2.05
220.815 	2.05
232.856 	2.05
245.499 	2.05
258.774 	2.05
272.713 	2.05
287.348 	2.05
302.716 	2.05
318.851 	2.05
335.794 	2.05
353.584 	2.05
372.263 	2.05
391.876 	2.05
412.47 	2.05
434.093 	2.05
456.798 	2.05
480.638 	2.05
505.67 	2.05
531.953 	2.05
559.551 	2.05
588.529 	2.05
618.955 	2.05
650.903 	2.05
684.448 	2.05
719.67 	2.05
756.654 	2.05
795.486 	2.05
836.261 	2.05
879.074 	2.05
924.027 	2.05
971.229 	2.05
1000 	2.05
0 	3.1525
1 	3.1525
2.05 	3.1525
3.1525 	3.1525
4.31013 	3.1525
5.52563 	3.1525
6.80191 	3.1525
8.14201 	3.1525
9.54911 	3.1525
11.0266 	3.1525
12.5779 	3.1525
14.2068 	3.1525
15.9171 	3.1525
17.713 	3.1525
19.5986 	3.1525
21.5786 	3.1525
